gene	NA	NA	Protein-RPE-1-21-3	NA
EEA1	NA	NA	0.2422599	NA
CCDC59	NA	NA	NaN	NA
DGKA	NA	NA	1.121738	NA
MYL6	NA	NA	-0.1735113	NA
POC1B	NA	NA	NaN	NA
ANAPC5	NA	NA	NaN	NA
SRGAP1	NA	NA	-0.446362	NA
OSBPL8	NA	NA	0.03249207	NA
LARP4	NA	NA	-0.481299	NA
SCYL2	NA	NA	0.05926953	NA
SLC38A2	NA	NA	-0.2321696	NA
TAOK3	NA	NA	0.2414751	NA
ZDHHC17	NA	NA	-0.1388144	NA
UNC119B	NA	NA	0.03834702	NA
RSRC2	NA	NA	-0.8583133	NA
KRAS	NA	NA	0.04464259	NA
RP11-977G19.10	NA	NA	0.05481179	NA
COQ5	NA	NA	0.3818178	NA
TPI1	NA	NA	0.001327955	NA
DIP2B	NA	NA	0.02126264	NA
C2CD5	NA	NA	-0.3132458	NA
SP1	NA	NA	0.1813948	NA
NT5DC3	NA	NA	0.09460286	NA
PFKM	NA	NA	0.5273459	NA
TMTC3	NA	NA	-0.2132539	NA
PRKAG1	NA	NA	-0.006190276	NA
DNM1L	NA	NA	-0.04977011	NA
RILPL1	NA	NA	0.2051974	NA
UHRF1BP1L	NA	NA	0.009611495	NA
PTMS	NA	NA	-0.3762904	NA
ASUN	NA	NA	-0.4382929	NA
KRT18	NA	NA	0.1047593	NA
ZCCHC8	NA	NA	-0.5412174	NA
MRPL51	NA	NA	NaN	NA
SUDS3	NA	NA	NaN	NA
NUDT4	NA	NA	-0.7093788	NA
RAN	NA	NA	-0.3508367	NA
RPS26	NA	NA	-0.4158668	NA
CIT	NA	NA	-0.427177	NA
POLE	NA	NA	NaN	NA
SCAF11	NA	NA	-0.2391536	NA
ESYT1	NA	NA	-0.3502708	NA
TXNRD1	NA	NA	0.7481173	NA
PCBP2	NA	NA	NaN	NA
TBC1D15	NA	NA	-0.225275	NA
C12orf29	NA	NA	-0.3306731	NA
ATF7IP	NA	NA	-0.1719634	NA
IKBIP	NA	NA	0.01022161	NA
MON2	NA	NA	-0.09626183	NA
ANKLE2	NA	NA	-0.1385524	NA
CORO1C	NA	NA	-0.09990112	NA
LLPH	NA	NA	NaN	NA
NAP1L1	NA	NA	0.1684957	NA
STK24	NA	NA	-0.09504672	NA
ALG5	NA	NA	0.227752	NA
KDELC1	NA	NA	-0.3546778	NA
ABCC4	NA	NA	0.6397368	NA
DNAJC3	NA	NA	-0.07299756	NA
AKAP11	NA	NA	0.285249	NA
TPT1	NA	NA	-0.298541	NA
UFM1	NA	NA	0.1663246	NA
UCHL3	NA	NA	0.4084355	NA
SAP18	NA	NA	NaN	NA
INTS6	NA	NA	-0.4722798	NA
TM9SF2	NA	NA	-0.1656869	NA
NUDT15	NA	NA	-0.2017593	NA
TPP2	NA	NA	-0.05602858	NA
CDC16	NA	NA	-0.2630344	NA
FARP1	NA	NA	0.2667151	NA
CLN5	NA	NA	0.03550525	NA
CDK8	NA	NA	-0.3458505	NA
WBP4	NA	NA	-0.3787335	NA
SLC7A1	NA	NA	-0.2945173	NA
XPO4	NA	NA	-0.2142491	NA
RFC3	NA	NA	-0.6735564	NA
POLR1D	NA	NA	0.000288558	NA
TUBGCP3	NA	NA	-0.2304489	NA
CHAMP1	NA	NA	-0.6653927	NA
CKAP2	NA	NA	-0.396905	NA
PCID2	NA	NA	-0.1401242	NA
PSPC1	NA	NA	0.1459245	NA
NUPL1	NA	NA	-2.384547	NA
NAA16	NA	NA	-0.2951352	NA
SUCLA2	NA	NA	-0.5051796	NA
LIG4	NA	NA	-0.05325048	NA
PDS5B	NA	NA	-0.7463128	NA
MIPEP	NA	NA	-0.01763696	NA
RPL21	NA	NA	-0.3658045	NA
MYCBP2	NA	NA	NaN	NA
LMO7	NA	NA	0.2875715	NA
MRPS31	NA	NA	-0.8126215	NA
PARP4	NA	NA	0.4065411	NA
KPNA3	NA	NA	-0.1683853	NA
TSC22D1	NA	NA	0.5159485	NA
RB1	NA	NA	-0.8613996	NA
NBEA	NA	NA	0.5468776	NA
VPS36	NA	NA	-0.02147971	NA
MTMR6	NA	NA	-0.122474	NA
RBM26	NA	NA	NaN	NA
SKA3	NA	NA	-0.715454	NA
CARS2	NA	NA	-0.4078422	NA
B3GALTL	NA	NA	-0.3186928	NA
COMMD6	NA	NA	-0.02057531	NA
LMO7	NA	NA	NaN	NA
SPRYD7	NA	NA	-0.06143054	NA
ESD	NA	NA	0.3248346	NA
COG3	NA	NA	-0.1414328	NA
CUL4A	NA	NA	-0.193961	NA
ARHGEF7	NA	NA	-0.03913846	NA
FNDC3A	NA	NA	-0.3326221	NA
GTF2F2	NA	NA	1.124409	NA
ARGLU1	NA	NA	-0.3351016	NA
EXOSC8	NA	NA	-0.4147849	NA
MED4	NA	NA	-0.418147	NA
TRIM13	NA	NA	-0.3634514	NA
MICU2	NA	NA	-0.04460391	NA
COG6	NA	NA	-0.06331781	NA
POLR1D	NA	NA	-0.4633086	NA
GPALPP1	NA	NA	0.6798273	NA
DIS3	NA	NA	-0.3398215	NA
SACS	NA	NA	-0.169412	NA
DIAPH3	NA	NA	-0.838024	NA
IPO5	NA	NA	-0.2880632	NA
SUGT1	NA	NA	-0.1961033	NA
PDS5B	NA	NA	NaN	NA
LAMP1	NA	NA	0.9656153	NA
VWA8	NA	NA	-0.1727436	NA
TBC1D4	NA	NA	0.2999687	NA
TBC1D4	NA	NA	NaN	NA
HSPH1	NA	NA	-0.1062144	NA
RBM26	NA	NA	-0.4887206	NA
NGDN	NA	NA	-0.719753	NA
FERMT2	NA	NA	-0.2476845	NA
TIMM9	NA	NA	0.1824095	NA
ATP6V1D	NA	NA	0.5936158	NA
SEL1L	NA	NA	-0.05213766	NA
PPP2R5E	NA	NA	-0.07066411	NA
TRIP11	NA	NA	-0.284751	NA
RBM25	NA	NA	-0.3853759	NA
KIAA0391	NA	NA	0.06553628	NA
ATXN3	NA	NA	-0.4465739	NA
SPTLC2	NA	NA	0.2263243	NA
PABPN1	NA	NA	-0.415975	NA
CRIP2	NA	NA	-0.02757871	NA
TOX4	NA	NA	-0.5818814	NA
DHRS7	NA	NA	0.7547964	NA
C14orf166	NA	NA	0.08068288	NA
DDX24	NA	NA	-0.4094723	NA
BAG5	NA	NA	-0.1715911	NA
RCOR1	NA	NA	-0.4664445	NA
DAD1	NA	NA	-0.09963176	NA
METTL3	NA	NA	0.1018768	NA
SRP54	NA	NA	-0.4562804	NA
SLIRP	NA	NA	-0.1877678	NA
PSMC1	NA	NA	-0.1508196	NA
SRSF5	NA	NA	-0.566669	NA
PPP2R5C	NA	NA	-0.453544	NA
AKT1	NA	NA	-0.08909126	NA
ACTN1	NA	NA	0.2804573	NA
SNW1	NA	NA	-0.6489256	NA
ARHGAP5	NA	NA	0.2433694	NA
OXA1L	NA	NA	0.2001501	NA
YY1	NA	NA	-0.6984853	NA
OSGEP	NA	NA	NaN	NA
GPHN	NA	NA	-0.6039393	NA
BRF1	NA	NA	NaN	NA
SEC23A	NA	NA	-0.113167	NA
PNP	NA	NA	0.7503241	NA
IRF2BPL	NA	NA	-0.4460445	NA
VRK1	NA	NA	-0.8522386	NA
NEDD8	NA	NA	0.1291343	NA
PPM1A	NA	NA	0.1736936	NA
PSMC6	NA	NA	-0.1473067	NA
EIF5	NA	NA	-0.5963627	NA
RABGGTA	NA	NA	0.3056457	NA
FKBP3	NA	NA	0.06005137	NA
ALDH6A1	NA	NA	-0.073546	NA
MGAT2	NA	NA	-0.0263043	NA
SUPT16H	NA	NA	-0.7371677	NA
TMED10	NA	NA	-0.1152996	NA
NUMB	NA	NA	-0.00848689	NA
EIF2B2	NA	NA	-0.0736831	NA
PSMA6	NA	NA	-0.03393397	NA
ERH	NA	NA	-0.4394636	NA
TMEM55B	NA	NA	NaN	NA
AHSA1	NA	NA	-0.121546	NA
RPL36AL	NA	NA	NaN	NA
TRMT61A	NA	NA	-0.3535491	NA
GNPNAT1	NA	NA	-0.2242873	NA
WDR89	NA	NA	NaN	NA
VTI1B	NA	NA	0.1256673	NA
DHRS1	NA	NA	NaN	NA
RNF31	NA	NA	NaN	NA
ITPK1	NA	NA	NaN	NA
TM9SF1	NA	NA	-0.2462256	NA
RAB2B	NA	NA	0.8181913	NA
IPO4	NA	NA	-0.1741507	NA
GSTZ1	NA	NA	0.5989594	NA
SETD3	NA	NA	-0.169027	NA
SCFD1	NA	NA	0.2012113	NA
YLPM1	NA	NA	-0.0870554	NA
FAM177A1	NA	NA	0.003408793	NA
ZC3H14	NA	NA	-0.6443177	NA
PSMA3	NA	NA	-0.07710633	NA
MAPK1IP1L	NA	NA	0.1238268	NA
NIN	NA	NA	-0.1984616	NA
CEP170B	NA	NA	0.05244616	NA
RPS29	NA	NA	-0.2262619	NA
DLGAP5	NA	NA	-0.7523205	NA
APEX1	NA	NA	-0.2809563	NA
ARF6	NA	NA	0.382175	NA
SPTB	NA	NA	0.2892806	NA
NOP9	NA	NA	-0.6510403	NA
SMEK1	NA	NA	-0.2362171	NA
MTHFD1	NA	NA	-0.1909309	NA
MMP14	NA	NA	0.764518	NA
DICER1	NA	NA	NaN	NA
NAA30	NA	NA	-0.03111291	NA
EIF2S1	NA	NA	-0.236462	NA
ACYP1	NA	NA	-0.03513786	NA
UBR7	NA	NA	-0.9191495	NA
SYNE2	NA	NA	-0.4752925	NA
METTL17	NA	NA	NaN	NA
LGMN	NA	NA	-0.6668475	NA
GOLGA5	NA	NA	-0.1289532	NA
PCK2	NA	NA	0.9833325	NA
TEP1	NA	NA	0.3901591	NA
MNAT1	NA	NA	0.786734	NA
MAP4K5	NA	NA	-0.1001703	NA
WARS	NA	NA	0.2342956	NA
SNX6	NA	NA	0.3510376	NA
SYNJ2BP	NA	NA	0.0483525	NA
NEK9	NA	NA	0.0413577	NA
NEMF	NA	NA	-0.2729787	NA
ACTR10	NA	NA	0.3410802	NA
C14orf159	NA	NA	1.816698	NA
KTN1	NA	NA	-0.102994	NA
TRAPPC6B	NA	NA	0.4069618	NA
GLRX5	NA	NA	-0.2351143	NA
RDH11	NA	NA	0.2904522	NA
HSP90AA1	NA	NA	-0.2561654	NA
PRPF39	NA	NA	-0.3864501	NA
PAPOLA	NA	NA	-0.548042	NA
PSME2	NA	NA	-0.1327742	NA
TDP1	NA	NA	-0.3858176	NA
ERO1L	NA	NA	0.1297023	NA
TMX1	NA	NA	-0.1664584	NA
KLC1	NA	NA	0.2294669	NA
VIPAS39	NA	NA	0.4496707	NA
CCNK	NA	NA	-0.1619523	NA
WDHD1	NA	NA	-1.174918	NA
BAZ1A	NA	NA	-0.3841603	NA
KLC1	NA	NA	0.2894217	NA
GMFB	NA	NA	0.2944556	NA
CFL2	NA	NA	0.5493034	NA
SIPA1L1	NA	NA	0.1400606	NA
CPSF2	NA	NA	-0.5117716	NA
FCF1	NA	NA	-0.4077334	NA
GMPR2	NA	NA	0.5028117	NA
PRMT5	NA	NA	-0.1304037	NA
TRMT5	NA	NA	-0.1845976	NA
DYNC1H1	NA	NA	0.1560162	NA
LGALS3	NA	NA	0.7175423	NA
KLC1	NA	NA	0.1255256	NA
STRN3	NA	NA	0.3294677	NA
CDC42BPB	NA	NA	0.374449	NA
PSMB5	NA	NA	-0.07669591	NA
PSME1	NA	NA	-0.1212807	NA
SDR39U1	NA	NA	NaN	NA
EXOC5	NA	NA	0.2080609	NA
ACTN1	NA	NA	0.2190013	NA
PYGL	NA	NA	0.8220695	NA
HEATR5A	NA	NA	0.4613861	NA
PNN	NA	NA	-0.5201456	NA
CHMP4A	NA	NA	0.8681735	NA
CHURC1-FNTB	NA	NA	NaN	NA
AHNAK2	NA	NA	0.6647683	NA
HECTD1	NA	NA	-0.170566	NA
INF2	NA	NA	0.04020024	NA
MTA1	NA	NA	-0.3762904	NA
INF2	NA	NA	0.1843102	NA
CHURC1-FNTB	NA	NA	-0.1084666	NA
NPC2	NA	NA	0.6234874	NA
ACIN1	NA	NA	-0.5374452	NA
MYO5A	NA	NA	0.2997555	NA
VPS18	NA	NA	0.3233896	NA
RPL4	NA	NA	-0.3574958	NA
TUBGCP4	NA	NA	-0.08909126	NA
B2M	NA	NA	0.1973352	NA
TMOD3	NA	NA	0.0816749	NA
EHD4	NA	NA	-0.07929269	NA
HERC2	NA	NA	-0.08827732	NA
AVEN	NA	NA	-0.081067	NA
RPLP1	NA	NA	-0.08827732	NA
IREB2	NA	NA	NaN	NA
CLPX	NA	NA	-0.531369	NA
PTPLAD1	NA	NA	0.1103084	NA
NEDD4	NA	NA	-0.3191554	NA
IQGAP1	NA	NA	0.1816076	NA
SQRDL	NA	NA	0.4637481	NA
AP4E1	NA	NA	0.03386489	NA
SPG21	NA	NA	0.1812475	NA
SNAP23	NA	NA	0.017344	NA
ETFA	NA	NA	0.2509893	NA
IDH2	NA	NA	0.009146734	NA
NPTN	NA	NA	0.2165015	NA
UBE3A	NA	NA	-0.1186255	NA
CSK	NA	NA	0.1801194	NA
DUT	NA	NA	-1.183328	NA
ADAM10	NA	NA	0.08771808	NA
KIAA0101	NA	NA	NaN	NA
MYO5C	NA	NA	-0.003746084	NA
RAB27A	NA	NA	-0.2874723	NA
EDC3	NA	NA	-0.531289	NA
DNAJC17	NA	NA	NaN	NA
COPS2	NA	NA	-0.1220763	NA
TRIP4	NA	NA	-0.1814556	NA
CSPG4	NA	NA	-0.6442254	NA
WDR61	NA	NA	-0.1123665	NA
FANCI	NA	NA	-1.186247	NA
IMP3	NA	NA	-0.3732862	NA
SLTM	NA	NA	-0.1736392	NA
MAP1A	NA	NA	0.7494749	NA
PML	NA	NA	0.702116	NA
PRC1	NA	NA	-0.4784024	NA
MFAP1	NA	NA	-0.6324543	NA
SNUPN	NA	NA	-0.6204926	NA
SMAD3	NA	NA	-0.996895	NA
EMC7	NA	NA	-0.09720629	NA
COX5A	NA	NA	-0.288772	NA
PDIA3	NA	NA	-0.01378392	NA
ANP32A	NA	NA	-0.3226204	NA
ALDH1A3	NA	NA	-0.6539772	NA
FAM103A1	NA	NA	-0.227773	NA
HEXA	NA	NA	0.7462285	NA
RCN2	NA	NA	-0.2560445	NA
TP53BP1	NA	NA	-0.02899347	NA
IDH3A	NA	NA	0.1310131	NA
USP8	NA	NA	-0.2861716	NA
SPATA5L1	NA	NA	-0.3136367	NA
FAH	NA	NA	0.7563553	NA
VPS33B	NA	NA	0.08704355	NA
AKAP13	NA	NA	-0.1664584	NA
UNC45A	NA	NA	-0.1422174	NA
AAGAB	NA	NA	-0.08052123	NA
LEO1	NA	NA	-0.5720167	NA
SEC11A	NA	NA	-0.3485725	NA
BUB1B	NA	NA	NaN	NA
DMXL2	NA	NA	-0.08338355	NA
EIF2AK4	NA	NA	0.286033	NA
SENP8	NA	NA	0.9977223	NA
SIN3A	NA	NA	-0.8296744	NA
UACA	NA	NA	0.1218947	NA
TLE3	NA	NA	-0.8228204	NA
FBXO22	NA	NA	-0.0271541	NA
GALK2	NA	NA	0.25991	NA
SORD	NA	NA	0.720493	NA
TJP1	NA	NA	0.08239255	NA
LYSMD2	NA	NA	-0.1949696	NA
NDNL2	NA	NA	-0.2544731	NA
RYR3	NA	NA	0.1740516	NA
UBR1	NA	NA	0.01731477	NA
CDAN1	NA	NA	0.0471495	NA
SCAMP2	NA	NA	0.01880497	NA
CHP1	NA	NA	0.1476496	NA
TLN2	NA	NA	0.2605493	NA
MPI	NA	NA	0.2510579	NA
MAP2K1	NA	NA	0.03209366	NA
PIAS1	NA	NA	-0.6242412	NA
SNX1	NA	NA	0.1193537	NA
MTHFS	NA	NA	-0.2593948	NA
PKM	NA	NA	1.268469	NA
RPS17L	NA	NA	-0.2515677	NA
RPS17	NA	NA	-0.2515677	NA
EIF3J	NA	NA	-0.2234226	NA
EFTUD1	NA	NA	0.1015516	NA
SRP14	NA	NA	-0.1509494	NA
KIF23	NA	NA	-0.1765781	NA
ARIH1	NA	NA	0.0898046	NA
TPM1	NA	NA	-0.1523782	NA
SNRPA1	NA	NA	-0.4328525	NA
AQR	NA	NA	-0.880803	NA
PSMA4	NA	NA	0.00641991	NA
SYNM	NA	NA	0.238936	NA
RTF1	NA	NA	-0.3840497	NA
UBL7	NA	NA	-0.04040144	NA
VWA9	NA	NA	-0.132511	NA
VPS39	NA	NA	0.3404225	NA
ARPP19	NA	NA	NaN	NA
ADPGK	NA	NA	-0.01512192	NA
MYO1E	NA	NA	0.0903575	NA
CASC4	NA	NA	0.3901505	NA
HDDC3	NA	NA	0.3590697	NA
DENND4A	NA	NA	0.02107231	NA
MESDC2	NA	NA	-0.3435784	NA
RPAP1	NA	NA	0.3014792	NA
RMDN3	NA	NA	0.009132207	NA
CD276	NA	NA	0.01619109	NA
VPS13C	NA	NA	0.2038176	NA
COMMD4	NA	NA	-0.08800583	NA
LARP6	NA	NA	0.02972061	NA
ANXA2	NA	NA	0.2069781	NA
LRRC57	NA	NA	-0.07066411	NA
PKM	NA	NA	0.5334721	NA
STARD9	NA	NA	NaN	NA
TBC1D2B	NA	NA	-0.06391709	NA
MORF4L1	NA	NA	-0.3838288	NA
CYFIP1	NA	NA	-0.01549757	NA
IVD	NA	NA	0.04132811	NA
PPIB	NA	NA	0.04132811	NA
MTMR10	NA	NA	0.2768501	NA
FAM98B	NA	NA	-0.1616942	NA
MAN2C1	NA	NA	0.0377249	NA
TMEM87A	NA	NA	-0.1385524	NA
PTPN9	NA	NA	0.07644606	NA
TPM1	NA	NA	-0.5642318	NA
MVP	NA	NA	0.6540813	NA
GLYR1	NA	NA	-0.4958998	NA
KIF22	NA	NA	NaN	NA
C16orf80	NA	NA	-0.2192151	NA
FHOD1	NA	NA	0.1844082	NA
PDPK1	NA	NA	0.1089909	NA
PDPK2	NA	NA	0.1089909	NA
CPNE7	NA	NA	1.072331	NA
HAGH	NA	NA	0.1728314	NA
USP7	NA	NA	-0.3214664	NA
KCTD5	NA	NA	0.1628964	NA
UBFD1	NA	NA	0.08295788	NA
N4BP1	NA	NA	NaN	NA
EMC8	NA	NA	-0.1454818	NA
PMM2	NA	NA	0.1071039	NA
CD2BP2	NA	NA	-0.03674943	NA
TAOK2	NA	NA	NaN	NA
COX4I1	NA	NA	-0.7384653	NA
FAM96B	NA	NA	0.07780213	NA
COG8	NA	NA	0.04089753	NA
NIP7	NA	NA	-0.529771	NA
MLST8	NA	NA	-0.126143	NA
CFDP1	NA	NA	-0.3378782	NA
TCF25	NA	NA	-0.1441769	NA
TRAPPC2L	NA	NA	NaN	NA
AKTIP	NA	NA	0.5981075	NA
ABCC1	NA	NA	0.1073991	NA
RSL1D1	NA	NA	-0.3639	NA
DDX19B	NA	NA	NaN	NA
DDX19A	NA	NA	NaN	NA
TERF2IP	NA	NA	NaN	NA
SLC7A5	NA	NA	-0.1377659	NA
SRCAP	NA	NA	-0.6037849	NA
SNTB2	NA	NA	0.3661131	NA
NUTF2	NA	NA	0.3791322	NA
CORO1A	NA	NA	0.3712125	NA
DECR2	NA	NA	NaN	NA
DYNC1LI2	NA	NA	0.277499	NA
GCSH	NA	NA	0.2111807	NA
EEF2K	NA	NA	-0.04250415	NA
BCAR1	NA	NA	0.2189173	NA
DCTPP1	NA	NA	-0.6011258	NA
PPP4C	NA	NA	-0.1365852	NA
RPS2	NA	NA	-0.3381106	NA
TUBB3	NA	NA	-0.08133954	NA
ARL6IP1	NA	NA	-0.8473409	NA
KARS	NA	NA	-0.1028596	NA
NDE1	NA	NA	-0.1743041	NA
ARL2BP	NA	NA	0.004783326	NA
MPHOSPH6	NA	NA	-0.609944	NA
LPCAT2	NA	NA	0.7067943	NA
CBFB	NA	NA	-0.2957229	NA
TELO2	NA	NA	-0.4516296	NA
EIF3C	NA	NA	-0.2187191	NA
EIF3CL	NA	NA	-0.2187191	NA
COTL1	NA	NA	0.2375067	NA
MAPK3	NA	NA	0.4811806	NA
GOT2	NA	NA	0.2612927	NA
POLR2C	NA	NA	-0.3756233	NA
TRADD	NA	NA	0.3527315	NA
VPS35	NA	NA	0.08144573	NA
NAE1	NA	NA	-0.03506085	NA
DDX19A	NA	NA	-0.1414328	NA
PSMD7	NA	NA	-0.08311117	NA
MYH11	NA	NA	-0.4467856	NA
CSNK2A2	NA	NA	-0.04306451	NA
SLC12A4	NA	NA	0.2667672	NA
NUBP1	NA	NA	0.1755498	NA
NOB1	NA	NA	-0.3299506	NA
NDUFAB1	NA	NA	0.1634134	NA
MT2A	NA	NA	0.2115815	NA
MVD	NA	NA	0.3317537	NA
CREBBP	NA	NA	0.4169816	NA
TERF2	NA	NA	-0.05325048	NA
CMC2	NA	NA	-0.3075451	NA
IST1	NA	NA	-0.2754869	NA
STUB1	NA	NA	0.2292639	NA
VAC14	NA	NA	0.7692806	NA
CIAPIN1	NA	NA	0.1038135	NA
TCEB2	NA	NA	-0.05824732	NA
HMOX2	NA	NA	0.1646094	NA
TUFM	NA	NA	0.1593152	NA
CALB2	NA	NA	NaN	NA
HN1L	NA	NA	-0.5357544	NA
AARS	NA	NA	-0.1984942	NA
CTCF	NA	NA	-0.2455373	NA
CORO7-PAM16	NA	NA	-0.3863696	NA
FTO	NA	NA	-0.4569112	NA
TSC2	NA	NA	0.1048991	NA
GALNS	NA	NA	0.4156146	NA
STX4	NA	NA	0.4519383	NA
TRAP1	NA	NA	-0.1900459	NA
VKORC1	NA	NA	-0.0802483	NA
NUDT16L1	NA	NA	0.1171925	NA
DNAJA2	NA	NA	-0.1188912	NA
DCTN5	NA	NA	0.2285369	NA
UBE2I	NA	NA	-0.07942925	NA
RNPS1	NA	NA	-0.384713	NA
ATP6V0D1	NA	NA	0.5572848	NA
CCDC101	NA	NA	NaN	NA
BCKDK	NA	NA	0.4590601	NA
ARHGAP17	NA	NA	0.1593635	NA
LUC7L	NA	NA	-0.7523083	NA
EXOSC6	NA	NA	-0.4740466	NA
HEATR3	NA	NA	-0.2397646	NA
AMDHD2	NA	NA	NaN	NA
C16orf62	NA	NA	0.08900654	NA
COG8	NA	NA	0.217256	NA
COG4	NA	NA	-0.3022898	NA
GPT2	NA	NA	-0.1269729	NA
COG7	NA	NA	0.1895941	NA
CNOT1	NA	NA	-0.3216972	NA
ACSF3	NA	NA	0.221381	NA
PDPR	NA	NA	-0.133432	NA
SHCBP1	NA	NA	-0.362554	NA
MRPS34	NA	NA	-0.04921257	NA
OGFOD1	NA	NA	-0.3294106	NA
HSDL1	NA	NA	NaN	NA
MRPL28	NA	NA	-0.3032255	NA
PGP	NA	NA	-0.153546	NA
FAM192A	NA	NA	-0.697062	NA
MLKL	NA	NA	0.1139259	NA
PHKB	NA	NA	0.1990406	NA
NOL3	NA	NA	1.002628	NA
ZC3H7A	NA	NA	-0.02290048	NA
PAM16	NA	NA	0.1969714	NA
APRT	NA	NA	0.5084649	NA
ERCC4	NA	NA	-0.169412	NA
POLR3E	NA	NA	-0.9629562	NA
RPS15A	NA	NA	-0.3190397	NA
FUS	NA	NA	-0.4829516	NA
CIRH1A	NA	NA	-0.1728715	NA
USP10	NA	NA	-0.4438188	NA
ZC3H18	NA	NA	-0.4116431	NA
AP1G1	NA	NA	0.01202431	NA
DHX38	NA	NA	-0.3467585	NA
DNAJA3	NA	NA	-0.113167	NA
PARN	NA	NA	-0.1596292	NA
LCMT1	NA	NA	0.1113713	NA
GGA2	NA	NA	-0.6971797	NA
MGRN1	NA	NA	-0.02190614	NA
SPG7	NA	NA	0.1006292	NA
SF3B3	NA	NA	-0.4699901	NA
ECI1	NA	NA	-0.4201859	NA
THOC6	NA	NA	-0.1867542	NA
PAPD5	NA	NA	0.906575	NA
CYB5B	NA	NA	0.155325	NA
CARHSP1	NA	NA	0.005072814	NA
HIRIP3	NA	NA	-0.9374951	NA
UQCRC2	NA	NA	-2.023433	NA
ZNF598	NA	NA	-0.06281245	NA
NOMO3	NA	NA	0.01263545	NA
NOMO1	NA	NA	0.01263545	NA
NOMO2	NA	NA	0.01263545	NA
EDC4	NA	NA	-0.2853431	NA
CHMP1A	NA	NA	-0.3554674	NA
CHD9	NA	NA	NaN	NA
PDXDC1	NA	NA	-0.1899194	NA
SLC9A3R2	NA	NA	0.1219889	NA
COQ9	NA	NA	NaN	NA
NUP93	NA	NA	-0.4010844	NA
GNAO1	NA	NA	NaN	NA
VPS4A	NA	NA	-0.08990482	NA
TLDC1	NA	NA	NaN	NA
GTF3C1	NA	NA	-0.4512243	NA
GLG1	NA	NA	-0.1804026	NA
CTU2	NA	NA	NaN	NA
FAM65A	NA	NA	0.5233175	NA
AMFR	NA	NA	0.02417909	NA
FAHD1	NA	NA	0.2038674	NA
CDIPT	NA	NA	-0.556503	NA
ATXN2L	NA	NA	-0.2176029	NA
THUMPD1	NA	NA	-0.1563967	NA
RHOT2	NA	NA	0.230753	NA
TBC1D10B	NA	NA	0.07486647	NA
XPO6	NA	NA	-0.52687	NA
RPL13	NA	NA	-0.371057	NA
ALDOA	NA	NA	0.2190683	NA
NTAN1	NA	NA	-0.5284139	NA
TBL3	NA	NA	-0.3799536	NA
NDUFB10	NA	NA	-1.059701	NA
ALG1	NA	NA	0.07764992	NA
KNOP1	NA	NA	NaN	NA
EARS2	NA	NA	0.1778491	NA
NUBP2	NA	NA	0.01858563	NA
CPNE2	NA	NA	-0.5672994	NA
NUDT21	NA	NA	-0.372952	NA
NMRAL1	NA	NA	0.1593635	NA
BOLA2B	NA	NA	0.222616	NA
BOLA2	NA	NA	0.222616	NA
GINS3	NA	NA	-1.245233	NA
SRRM2	NA	NA	-0.2890081	NA
GSPT1	NA	NA	0.06487217	NA
PIEZO1	NA	NA	0.5267014	NA
NFATC2IP	NA	NA	-1.089363	NA
HSBP1	NA	NA	0.0863849	NA
LIG3	NA	NA	-0.5455731	NA
UTP18	NA	NA	1.329522	NA
PSMB6	NA	NA	0.06104432	NA
YWHAE	NA	NA	-0.06364099	NA
LASP1	NA	NA	0.2248904	NA
HELZ	NA	NA	0.2094281	NA
KPNB1	NA	NA	-0.3298698	NA
NPLOC4	NA	NA	0.01795748	NA
NUP88	NA	NA	-0.3142905	NA
KPNA2	NA	NA	-0.5905302	NA
TAOK1	NA	NA	-0.4542812	NA
NUFIP2	NA	NA	-0.2926639	NA
SHMT1	NA	NA	-0.1360601	NA
OGFOD3	NA	NA	-0.3869473	NA
PRPSAP2	NA	NA	0.835188	NA
EFTUD2	NA	NA	-0.5067034	NA
SLC9A3R1	NA	NA	-0.1613072	NA
ARHGDIA	NA	NA	0.1236068	NA
PFAS	NA	NA	-0.5136929	NA
CRK	NA	NA	0.05616123	NA
MYBBP1A	NA	NA	-0.592445	NA
NT5C	NA	NA	0.4392259	NA
TAX1BP3	NA	NA	0.2121496	NA
MRC2	NA	NA	0.2218924	NA
SRSF2	NA	NA	-0.523562	NA
HGS	NA	NA	0.1324199	NA
MRPS7	NA	NA	-0.4628899	NA
COIL	NA	NA	-0.1708192	NA
NSF	NA	NA	0.3700046	NA
SLC16A3	NA	NA	-0.0802483	NA
PELP1	NA	NA	0.1298285	NA
DCAF7	NA	NA	-0.1712069	NA
SPAG7	NA	NA	-0.4404176	NA
GLOD4	NA	NA	0.06068324	NA
HN1	NA	NA	-0.3363976	NA
MYH13	NA	NA	-0.3717261	NA
PRPF8	NA	NA	-0.6072947	NA
HEXIM1	NA	NA	-0.3558057	NA
TRIM16	NA	NA	0.2219343	NA
IGF2BP1	NA	NA	0.4662174	NA
IFI35	NA	NA	-0.1693336	NA
NAGLU	NA	NA	0.09136033	NA
STX8	NA	NA	0.01409166	NA
EIF4A3	NA	NA	-0.4951834	NA
TRAPPC1	NA	NA	0.3129573	NA
RPL23	NA	NA	-0.248292	NA
CBX1	NA	NA	-0.3743997	NA
P4HB	NA	NA	-0.156526	NA
ACACA	NA	NA	-0.2678354	NA
PSMD3	NA	NA	-0.08270259	NA
