gene	value_1	value_2	Protein-HCT116-5-4	p_value
POLR1D	NA	NA	-0.670796	NA
TUBGCP3	NA	NA	-0.007318005	NA
CHAMP1	NA	NA	-0.175285	NA
CKAP2	NA	NA	0.1511617	NA
PCID2	NA	NA	-0.2583044	NA
PSPC1	NA	NA	-0.6563079	NA
NUPL1	NA	NA	0.03536836	NA
NAA16	NA	NA	-0.112023	NA
SUCLA2	NA	NA	0.3020558	NA
LIG4	NA	NA	0.3126652	NA
PDS5B	NA	NA	0.2806758	NA
MIPEP	NA	NA	-0.08891436	NA
RPL21	NA	NA	-0.16775	NA
MYCBP2	NA	NA	0.08024827	NA
LMO7	NA	NA	2.109015	NA
MRPS31	NA	NA	-0.04493592	NA
PARP4	NA	NA	0.6520505	NA
KPNA3	NA	NA	-0.437726	NA
TSC22D1	NA	NA	-0.7610909	NA
RB1	NA	NA	0.1668195	NA
NBEA	NA	NA	0.2810011	NA
VPS36	NA	NA	-0.135079	NA
MTMR6	NA	NA	0.9565004	NA
RBM26	NA	NA	-0.3862798	NA
SKA3	NA	NA	-0.04276032	NA
CARS2	NA	NA	0.2621643	NA
B3GALTL	NA	NA	0.5798559	NA
COMMD6	NA	NA	-0.1482401	NA
SPRYD7	NA	NA	-0.03265429	NA
ESD	NA	NA	0.1248399	NA
COG3	NA	NA	-4.64E-05	NA
CUL4A	NA	NA	-0.2552772	NA
ARHGEF7	NA	NA	-0.0904189	NA
FNDC3A	NA	NA	-0.0190888	NA
GTF2F2	NA	NA	-0.1772724	NA
ARGLU1	NA	NA	-0.2942919	NA
EXOSC8	NA	NA	-0.1479284	NA
MED4	NA	NA	-0.7240359	NA
TRIM13	NA	NA	0.3025442	NA
MICU2	NA	NA	0.08354111	NA
COG6	NA	NA	0.5390971	NA
GPALPP1	NA	NA	-0.1571878	NA
DIS3	NA	NA	0.1059462	NA
SACS	NA	NA	0.08447251	NA
DIAPH3	NA	NA	-0.06073045	NA
IPO5	NA	NA	-0.3593421	NA
SUGT1	NA	NA	0.4989657	NA
LAMP1	NA	NA	0.02048441	NA
VWA8	NA	NA	-0.2721116	NA
TBC1D4	NA	NA	1.853317	NA
HSPH1	NA	NA	1.100318	NA
NGDN	NA	NA	-0.5752928	NA
FERMT2	NA	NA	0.188401	NA
TIMM9	NA	NA	-0.5497257	NA
ATP6V1D	NA	NA	0.1942732	NA
SEL1L	NA	NA	0.08270261	NA
PPP2R5E	NA	NA	0.06977234	NA
TRIP11	NA	NA	-0.05724157	NA
RBM25	NA	NA	-0.3613423	NA
KIAA0391	NA	NA	-0.01015176	NA
ATXN3	NA	NA	0.1065685	NA
SPTLC2	NA	NA	0.1791288	NA
PABPN1	NA	NA	0.2341334	NA
CRIP2	NA	NA	2.121314	NA
TOX4	NA	NA	-0.4704464	NA
DHRS7	NA	NA	0.9614751	NA
C14orf166	NA	NA	0.5985729	NA
DDX24	NA	NA	-0.2475254	NA
BAG5	NA	NA	0.01776539	NA
RCOR1	NA	NA	-0.1598309	NA
DAD1	NA	NA	0.03195977	NA
METTL3	NA	NA	-0.123874	NA
SRP54	NA	NA	0.2154923	NA
SLIRP	NA	NA	-0.2203655	NA
PSMC1	NA	NA	-0.1246205	NA
SRSF5	NA	NA	0.02517066	NA
PPP2R5C	NA	NA	-0.3824871	NA
AKT1	NA	NA	0.2445218	NA
ACTN1	NA	NA	0.8355199	NA
SNW1	NA	NA	-0.03182814	NA
ARHGAP5	NA	NA	0.3483989	NA
OXA1L	NA	NA	-0.07340847	NA
YY1	NA	NA	-0.4563062	NA
OSGEP	NA	NA	-0.2718945	NA
GPHN	NA	NA	-0.8155242	NA
BRF1	NA	NA	-0.05497668	NA
SEC23A	NA	NA	0.6643008	NA
PNP	NA	NA	-0.8368608	NA
IRF2BPL	NA	NA	0.7110543	NA
VRK1	NA	NA	-0.2588394	NA
NEDD8	NA	NA	-0.1634499	NA
PPM1A	NA	NA	0.158854	NA
PSMC6	NA	NA	-0.07858534	NA
EIF5	NA	NA	0.2712348	NA
RABGGTA	NA	NA	0.4613664	NA
FKBP3	NA	NA	0.3049782	NA
ALDH6A1	NA	NA	0.3153344	NA
MGAT2	NA	NA	-1.162344	NA
SUPT16H	NA	NA	-0.3195676	NA
TMED10	NA	NA	0.1829465	NA
NUMB	NA	NA	0.0551957	NA
EIF2B2	NA	NA	-0.2087777	NA
PSMA6	NA	NA	0.1658761	NA
ERH	NA	NA	-0.1676041	NA
TMEM55B	NA	NA	0.4041013	NA
AHSA1	NA	NA	-0.5254861	NA
RPL36AL	NA	NA	-0.2375406	NA
TRMT61A	NA	NA	-0.2898692	NA
GNPNAT1	NA	NA	-0.8347638	NA
WDR89	NA	NA	-0.8146155	NA
VTI1B	NA	NA	0.4107663	NA
DHRS1	NA	NA	1.010064	NA
RNF31	NA	NA	0.5846865	NA
ITPK1	NA	NA	0.2013723	NA
TM9SF1	NA	NA	0.3078948	NA
RAB2B	NA	NA	0.7268956	NA
IPO4	NA	NA	-0.6735777	NA
GSTZ1	NA	NA	0.2830352	NA
SETD3	NA	NA	0.2082435	NA
SCFD1	NA	NA	0.1104968	NA
YLPM1	NA	NA	0.6662481	NA
FAM177A1	NA	NA	0.6721666	NA
ZC3H14	NA	NA	0.4665489	NA
PSMA3	NA	NA	0.1281614	NA
MAPK1IP1L	NA	NA	0.335274	NA
NIN	NA	NA	0.1230039	NA
CEP170B	NA	NA	-0.720921	NA
RPS29	NA	NA	-0.3808483	NA
DLGAP5	NA	NA	0.4382929	NA
APEX1	NA	NA	-0.6110588	NA
ARF6	NA	NA	0.3234334	NA
SPTB	NA	NA	-0.3027421	NA
NOP9	NA	NA	-0.5788656	NA
SMEK1	NA	NA	-0.2379319	NA
MTHFD1	NA	NA	0.1130337	NA
MMP14	NA	NA	0.1471781	NA
DICER1	NA	NA	-0.5821232	NA
NAA30	NA	NA	-0.04068685	NA
EIF2S1	NA	NA	-0.1129037	NA
ACYP1	NA	NA	0.006416749	NA
UBR7	NA	NA	-1.051814	NA
SYNE2	NA	NA	-0.2524837	NA
METTL17	NA	NA	0.6896274	NA
LGMN	NA	NA	-0.050454	NA
GOLGA5	NA	NA	0.04144994	NA
PCK2	NA	NA	-0.3697937	NA
TEP1	NA	NA	0.1868489	NA
MNAT1	NA	NA	-0.2143332	NA
MAP4K5	NA	NA	0.14516	NA
WARS	NA	NA	0.3315905	NA
SNX6	NA	NA	0.5843853	NA
SYNJ2BP	NA	NA	0.1827745	NA
NEK9	NA	NA	-0.1789858	NA
NEMF	NA	NA	-0.09552407	NA
ACTR10	NA	NA	1.218467	NA
C14orf159	NA	NA	1.239757	NA
KTN1	NA	NA	-0.3893944	NA
TRAPPC6B	NA	NA	0.5057893	NA
GLRX5	NA	NA	-0.1005718	NA
RDH11	NA	NA	-0.1659199	NA
HSP90AA1	NA	NA	0.1064226	NA
PRPF39	NA	NA	-0.00026991	NA
PAPOLA	NA	NA	-0.2941017	NA
PSME2	NA	NA	1.042122	NA
TDP1	NA	NA	-0.272783	NA
ERO1L	NA	NA	-0.1978481	NA
TMX1	NA	NA	0.07227243	NA
KLC1	NA	NA	0.3751021	NA
VIPAS39	NA	NA	0.2144979	NA
CCNK	NA	NA	0.0239329	NA
WDHD1	NA	NA	-0.08056079	NA
BAZ1A	NA	NA	-0.7875925	NA
GMFB	NA	NA	-0.02839576	NA
CFL2	NA	NA	0.2371875	NA
SIPA1L1	NA	NA	0.5578974	NA
CPSF2	NA	NA	-0.07451695	NA
FCF1	NA	NA	-0.3424171	NA
GMPR2	NA	NA	-0.4883498	NA
PRMT5	NA	NA	-0.4596268	NA
TRMT5	NA	NA	-0.4417519	NA
DYNC1H1	NA	NA	0.2824991	NA
LGALS3	NA	NA	0.8900335	NA
STRN3	NA	NA	0.1050242	NA
CDC42BPB	NA	NA	0.5973641	NA
PSMB5	NA	NA	0.05834094	NA
PSME1	NA	NA	1.300766	NA
SDR39U1	NA	NA	-0.5220926	NA
EXOC5	NA	NA	0.3082443	NA
PYGL	NA	NA	-0.4420263	NA
HEATR5A	NA	NA	0.0372597	NA
PNN	NA	NA	-0.2104191	NA
CHMP4A	NA	NA	-0.07315275	NA
CHURC1-FNTB	NA	NA	0.08024331	NA
AHNAK2	NA	NA	0.3656169	NA
HECTD1	NA	NA	-0.190246	NA
INF2	NA	NA	0.6638026	NA
MTA1	NA	NA	-0.5833331	NA
NPC2	NA	NA	1.754274	NA
ACIN1	NA	NA	0.1940939	NA
MYO5A	NA	NA	0.5606171	NA
VPS18	NA	NA	0.3810785	NA
RPL4	NA	NA	-0.1966076	NA
TUBGCP4	NA	NA	-0.4147106	NA
B2M	NA	NA	1.736042	NA
TMOD3	NA	NA	0.4409522	NA
EHD4	NA	NA	-0.5162854	NA
HERC2	NA	NA	-0.4749334	NA
AVEN	NA	NA	-0.2371462	NA
RPLP1	NA	NA	-0.02085259	NA
IREB2	NA	NA	-1.370038	NA
CLPX	NA	NA	-0.2651191	NA
PTPLAD1	NA	NA	0.3808345	NA
NEDD4	NA	NA	0.3621039	NA
IQGAP1	NA	NA	1.390558	NA
SQRDL	NA	NA	0.7266971	NA
AP4E1	NA	NA	0.7169458	NA
SPG21	NA	NA	0.0790197	NA
SNAP23	NA	NA	0.2618317	NA
ETFA	NA	NA	-0.1872964	NA
IDH2	NA	NA	0.3848234	NA
NPTN	NA	NA	0.164324	NA
UBE3A	NA	NA	-1.042784	NA
CSK	NA	NA	-0.07468417	NA
DUT	NA	NA	0.1577856	NA
ADAM10	NA	NA	0.7010611	NA
KIAA0101	NA	NA	-0.5564569	NA
MYO5C	NA	NA	0.07107621	NA
RAB27A	NA	NA	1.516382	NA
EDC3	NA	NA	-0.3441902	NA
DNAJC17	NA	NA	-0.197633	NA
COPS2	NA	NA	-0.2234666	NA
TRIP4	NA	NA	-0.1917886	NA
CSPG4	NA	NA	-0.75268	NA
WDR61	NA	NA	-0.3474478	NA
FANCI	NA	NA	-0.285318	NA
IMP3	NA	NA	-0.7408179	NA
SLTM	NA	NA	0.0911243	NA
MAP1A	NA	NA	0.5992793	NA
PML	NA	NA	0.7492339	NA
PRC1	NA	NA	-0.5252119	NA
MFAP1	NA	NA	-0.2351637	NA
SNUPN	NA	NA	-0.2322614	NA
SMAD3	NA	NA	0.3377803	NA
EMC7	NA	NA	-0.8805035	NA
COX5A	NA	NA	0.08588289	NA
PDIA3	NA	NA	-0.2780357	NA
ANP32A	NA	NA	-0.5277202	NA
ALDH1A3	NA	NA	0.2376898	NA
FAM103A1	NA	NA	-0.1516986	NA
HEXA	NA	NA	-0.1112766	NA
RCN2	NA	NA	-0.2910977	NA
TP53BP1	NA	NA	0.4801617	NA
IDH3A	NA	NA	0.1239295	NA
USP8	NA	NA	0.2190911	NA
SPATA5L1	NA	NA	-0.07406133	NA
FAH	NA	NA	0.0593496	NA
VPS33B	NA	NA	-0.02028193	NA
AKAP13	NA	NA	-0.2241656	NA
UNC45A	NA	NA	0.07026639	NA
AAGAB	NA	NA	-0.1770333	NA
LEO1	NA	NA	-0.59195	NA
SEC11A	NA	NA	-0.1653535	NA
BUB1B	NA	NA	-1.013608	NA
DMXL2	NA	NA	-0.01891506	NA
EIF2AK4	NA	NA	-0.3110946	NA
SENP8	NA	NA	-0.5118601	NA
SIN3A	NA	NA	-0.5137968	NA
UACA	NA	NA	-0.2056465	NA
TLE3	NA	NA	-0.3859215	NA
FBXO22	NA	NA	0.05269407	NA
GALK2	NA	NA	-0.8369394	NA
SORD	NA	NA	-0.9368582	NA
TJP1	NA	NA	0.06983963	NA
LYSMD2	NA	NA	0.1012888	NA
NDNL2	NA	NA	-0.1444727	NA
RYR3	NA	NA	-0.02676343	NA
UBR1	NA	NA	0.3536101	NA
CDAN1	NA	NA	0.1163647	NA
SCAMP2	NA	NA	0.511974	NA
CHP1	NA	NA	0.2358496	NA
TLN2	NA	NA	0.6137298	NA
MPI	NA	NA	0.1769536	NA
MAP2K1	NA	NA	-0.2748932	NA
PIAS1	NA	NA	-0.6846246	NA
SNX1	NA	NA	0.2146222	NA
MTHFS	NA	NA	-1.030383	NA
PKM	NA	NA	1.11506	NA
RPS17L	NA	NA	-0.2694253	NA
RPS17	NA	NA	-0.2694253	NA
EIF3J	NA	NA	-0.6644253	NA
EFTUD1	NA	NA	-0.2077943	NA
SRP14	NA	NA	0.0258859	NA
KIF23	NA	NA	0.2686739	NA
ARIH1	NA	NA	-0.3948849	NA
TPM1	NA	NA	-0.2648467	NA
SNRPA1	NA	NA	-0.2415007	NA
AQR	NA	NA	0.06870596	NA
PSMA4	NA	NA	0.1753199	NA
SYNM	NA	NA	-0.2783537	NA
RTF1	NA	NA	-0.02487309	NA
UBL7	NA	NA	0.1039165	NA
VWA9	NA	NA	-0.516717	NA
VPS39	NA	NA	0.5043917	NA
ARPP19	NA	NA	0.1104968	NA
ADPGK	NA	NA	-0.03359911	NA
MYO1E	NA	NA	-0.3460276	NA
CASC4	NA	NA	0.1899194	NA
HDDC3	NA	NA	-0.5546067	NA
DENND4A	NA	NA	-0.3944891	NA
MESDC2	NA	NA	-0.2860556	NA
RPAP1	NA	NA	-0.006518424	NA
RMDN3	NA	NA	0.1499097	NA
CD276	NA	NA	-0.4760166	NA
VPS13C	NA	NA	0.3006735	NA
COMMD4	NA	NA	-0.1543207	NA
LARP6	NA	NA	0.1393385	NA
ANXA2	NA	NA	-0.01246253	NA
LRRC57	NA	NA	0.1232311	NA
STARD9	NA	NA	0.0594239	NA
TBC1D2B	NA	NA	0.1592574	NA
MORF4L1	NA	NA	-0.3968472	NA
CYFIP1	NA	NA	0.1582078	NA
IVD	NA	NA	0.2414898	NA
PPIB	NA	NA	-0.1630741	NA
MTMR10	NA	NA	0.5839042	NA
FAM98B	NA	NA	0.7833309	NA
MAN2C1	NA	NA	0.6508628	NA
TMEM87A	NA	NA	-0.7078307	NA
PTPN9	NA	NA	-0.103085	NA
MVP	NA	NA	1.489425	NA
GLYR1	NA	NA	0.1063484	NA
KIF22	NA	NA	0.4869717	NA
C16orf80	NA	NA	-0.2341598	NA
FHOD1	NA	NA	-0.9155931	NA
PDPK1	NA	NA	0.0281379	NA
PDPK2	NA	NA	0.0281379	NA
CPNE7	NA	NA	0.0610158	NA
HAGH	NA	NA	1.709368	NA
USP7	NA	NA	-0.4817267	NA
KCTD5	NA	NA	-0.5121844	NA
UBFD1	NA	NA	0.0247992	NA
N4BP1	NA	NA	-0.2377281	NA
EMC8	NA	NA	-1.131914	NA
PMM2	NA	NA	-0.3911908	NA
CD2BP2	NA	NA	-0.122507	NA
TAOK2	NA	NA	-0.06444977	NA
COX4I1	NA	NA	0.2376981	NA
FAM96B	NA	NA	-0.1063582	NA
COG8	NA	NA	-0.4833912	NA
NIP7	NA	NA	-0.6579459	NA
MLST8	NA	NA	-0.3768027	NA
CFDP1	NA	NA	-0.3033114	NA
TCF25	NA	NA	-0.1593635	NA
TRAPPC2L	NA	NA	-0.02811435	NA
AKTIP	NA	NA	-0.1122645	NA
ABCC1	NA	NA	-0.5038726	NA
RSL1D1	NA	NA	-1.028625	NA
DDX19B	NA	NA	-0.07325665	NA
DDX19A	NA	NA	-0.3988007	NA
TERF2IP	NA	NA	-0.4977305	NA
SLC7A5	NA	NA	-0.6492235	NA
SRCAP	NA	NA	0.08947445	NA
SNTB2	NA	NA	0.3268825	NA
NUTF2	NA	NA	-0.09839389	NA
CORO1A	NA	NA	1.149818	NA
DECR2	NA	NA	1.009685	NA
DYNC1LI2	NA	NA	0.3321324	NA
GCSH	NA	NA	-0.1781588	NA
EEF2K	NA	NA	-0.00128476	NA
BCAR1	NA	NA	0.3234277	NA
DCTPP1	NA	NA	-0.7485778	NA
PPP4C	NA	NA	-0.2974108	NA
RPS2	NA	NA	-0.2866386	NA
TUBB3	NA	NA	0.6563039	NA
ARL6IP1	NA	NA	0.05311137	NA
KARS	NA	NA	-0.2381021	NA
NDE1	NA	NA	0.7907721	NA
ARL2BP	NA	NA	-0.3571646	NA
MPHOSPH6	NA	NA	-0.4757759	NA
LPCAT2	NA	NA	0.1881477	NA
CBFB	NA	NA	0.5530354	NA
TELO2	NA	NA	0.1009155	NA
EIF3C	NA	NA	0.2627884	NA
EIF3CL	NA	NA	0.2627884	NA
COTL1	NA	NA	-0.06771198	NA
MAPK3	NA	NA	0.04012096	NA
GOT2	NA	NA	-0.4349836	NA
POLR2C	NA	NA	-0.1694363	NA
TRADD	NA	NA	1.365588	NA
VPS35	NA	NA	0.2218153	NA
NAE1	NA	NA	-0.01080777	NA
PSMD7	NA	NA	0.1943305	NA
MYH11	NA	NA	-0.6831128	NA
CSNK2A2	NA	NA	-0.05377817	NA
SLC12A4	NA	NA	1.4995	NA
NUBP1	NA	NA	0.1326427	NA
NOB1	NA	NA	-0.3817614	NA
NDUFAB1	NA	NA	0.2282244	NA
MT2A	NA	NA	1.177216	NA
MVD	NA	NA	0.1138339	NA
CREBBP	NA	NA	0.4066455	NA
TERF2	NA	NA	-0.6710716	NA
CMC2	NA	NA	0.4709698	NA
IST1	NA	NA	0.2810777	NA
STUB1	NA	NA	0.3872522	NA
VAC14	NA	NA	-0.08519821	NA
CIAPIN1	NA	NA	-0.3372111	NA
TCEB2	NA	NA	0.4555638	NA
HMOX2	NA	NA	0.00076595	NA
TUFM	NA	NA	-0.4176057	NA
CALB2	NA	NA	2.736825	NA
HN1L	NA	NA	-0.2080943	NA
AARS	NA	NA	-0.2078443	NA
CTCF	NA	NA	-0.3988933	NA
CORO7-PAM16	NA	NA	0.7256975	NA
FTO	NA	NA	-0.00259285	NA
TSC2	NA	NA	0.3376337	NA
GALNS	NA	NA	-0.05406275	NA
STX4	NA	NA	0.4443491	NA
TRAP1	NA	NA	-0.2852308	NA
VKORC1	NA	NA	0.6704777	NA
NUDT16L1	NA	NA	0.5118702	NA
DNAJA2	NA	NA	0.1166959	NA
DCTN5	NA	NA	0.8475159	NA
UBE2I	NA	NA	-0.4887344	NA
RNPS1	NA	NA	-0.4833998	NA
ATP6V0D1	NA	NA	0.2336531	NA
CCDC101	NA	NA	-0.09877556	NA
BCKDK	NA	NA	1.106569	NA
ARHGAP17	NA	NA	-0.2195345	NA
LUC7L	NA	NA	0.1691529	NA
EXOSC6	NA	NA	0.04273835	NA
HEATR3	NA	NA	-0.3964033	NA
AMDHD2	NA	NA	-0.3107262	NA
C16orf62	NA	NA	0.2191422	NA
COG4	NA	NA	0.1502782	NA
GPT2	NA	NA	-0.1874607	NA
COG7	NA	NA	0.4803685	NA
CNOT1	NA	NA	-0.305842	NA
ACSF3	NA	NA	-0.2256469	NA
PDPR	NA	NA	0.3492681	NA
SHCBP1	NA	NA	-0.3988447	NA
MRPS34	NA	NA	-0.1662113	NA
OGFOD1	NA	NA	-0.09877928	NA
HSDL1	NA	NA	0.4652954	NA
MRPL28	NA	NA	-0.2036148	NA
PGP	NA	NA	0.06992751	NA
FAM192A	NA	NA	-0.5649046	NA
MLKL	NA	NA	-0.07104105	NA
PHKB	NA	NA	0.5094113	NA
NOL3	NA	NA	-0.5944123	NA
ZC3H7A	NA	NA	-0.2609469	NA
PAM16	NA	NA	-0.3034186	NA
APRT	NA	NA	0.6843547	NA
ERCC4	NA	NA	0.727964	NA
POLR3E	NA	NA	-0.4476613	NA
RPS15A	NA	NA	-0.3458048	NA
FUS	NA	NA	-0.01950668	NA
CIRH1A	NA	NA	-0.8643341	NA
USP10	NA	NA	-0.6061884	NA
ZC3H18	NA	NA	-0.1560805	NA
AP1G1	NA	NA	0.07532719	NA
DHX38	NA	NA	0.1541146	NA
DNAJA3	NA	NA	-0.1917842	NA
PARN	NA	NA	-0.2645993	NA
LCMT1	NA	NA	0.590414	NA
GGA2	NA	NA	-0.06334885	NA
MGRN1	NA	NA	0.07285645	NA
SPG7	NA	NA	0.0347995	NA
SF3B3	NA	NA	-0.1559918	NA
ECI1	NA	NA	0.1933797	NA
THOC6	NA	NA	-0.1116016	NA
PAPD5	NA	NA	-0.4297361	NA
CYB5B	NA	NA	-0.275474	NA
CARHSP1	NA	NA	-0.1357604	NA
HIRIP3	NA	NA	-0.3360986	NA
UQCRC2	NA	NA	0.4334113	NA
ZNF598	NA	NA	-0.6514471	NA
NOMO3	NA	NA	-0.1141902	NA
NOMO1	NA	NA	-0.1141902	NA
NOMO2	NA	NA	-0.1141902	NA
EDC4	NA	NA	0.0610158	NA
CHMP1A	NA	NA	-0.193292	NA
CHD9	NA	NA	-2.29461	NA
PDXDC1	NA	NA	-0.08962972	NA
SLC9A3R2	NA	NA	0.2687236	NA
COQ9	NA	NA	0.2487777	NA
NUP93	NA	NA	0.1091715	NA
GNAO1	NA	NA	0.0163465	NA
VPS4A	NA	NA	0.2047668	NA
TLDC1	NA	NA	0.533663	NA
GTF3C1	NA	NA	-0.2447193	NA
GLG1	NA	NA	0.09127133	NA
CTU2	NA	NA	-1.110729	NA
FAM65A	NA	NA	0.3651534	NA
AMFR	NA	NA	0.2203103	NA
FAHD1	NA	NA	0.2963637	NA
CDIPT	NA	NA	0.08052122	NA
ATXN2L	NA	NA	-1.044938	NA
THUMPD1	NA	NA	-0.2234917	NA
RHOT2	NA	NA	0.1606621	NA
TBC1D10B	NA	NA	0.8721719	NA
XPO6	NA	NA	-0.7510037	NA
RPL13	NA	NA	0.02621973	NA
ALDOA	NA	NA	1.005616	NA
NTAN1	NA	NA	-0.2518533	NA
TBL3	NA	NA	-0.669304	NA
NDUFB10	NA	NA	-0.24049	NA
ALG1	NA	NA	0.3028021	NA
KNOP1	NA	NA	-0.8522599	NA
EARS2	NA	NA	0.07189995	NA
NUBP2	NA	NA	0.02602103	NA
CPNE2	NA	NA	0.6334777	NA
NUDT21	NA	NA	-0.1808908	NA
NMRAL1	NA	NA	0.03181763	NA
BOLA2B	NA	NA	-0.6390912	NA
BOLA2	NA	NA	-0.6390912	NA
GINS3	NA	NA	0.1767058	NA
SRRM2	NA	NA	-0.1589125	NA
GSPT1	NA	NA	-0.2685494	NA
PIEZO1	NA	NA	0.09666675	NA
NFATC2IP	NA	NA	0.5125775	NA
HSBP1	NA	NA	-0.1476336	NA
LIG3	NA	NA	-0.4462342	NA
UTP18	NA	NA	-0.748334	NA
PSMB6	NA	NA	0.1001573	NA
YWHAE	NA	NA	0.05289282	NA
LASP1	NA	NA	0.641176	NA
HELZ	NA	NA	-0.8479497	NA
KPNB1	NA	NA	-0.1347463	NA
NPLOC4	NA	NA	-0.2827209	NA
NUP88	NA	NA	0.14496	NA
KPNA2	NA	NA	-0.2214966	NA
TAOK1	NA	NA	-0.1647388	NA
NUFIP2	NA	NA	-0.6967278	NA
SHMT1	NA	NA	0.3788445	NA
OGFOD3	NA	NA	-0.4892405	NA
PRPSAP2	NA	NA	0.2988929	NA
EFTUD2	NA	NA	-0.1452543	NA
SLC9A3R1	NA	NA	-0.7622895	NA
ARHGDIA	NA	NA	-0.5675751	NA
PFAS	NA	NA	0.5361524	NA
CRK	NA	NA	0.1974843	NA
MYBBP1A	NA	NA	-0.7600219	NA
NT5C	NA	NA	-0.8143713	NA
TAX1BP3	NA	NA	0.3702732	NA
MRC2	NA	NA	2.026056	NA
SRSF2	NA	NA	-0.2058296	NA
HGS	NA	NA	-0.009045174	NA
MRPS7	NA	NA	-0.2896685	NA
COIL	NA	NA	-0.8887817	NA
NSF	NA	NA	0.4319015	NA
SLC16A3	NA	NA	-0.6027316	NA
PELP1	NA	NA	-0.7123858	NA
DCAF7	NA	NA	-0.7142215	NA
SPAG7	NA	NA	0.1116269	NA
GLOD4	NA	NA	0.02112396	NA
HN1	NA	NA	-0.8171044	NA
MYH13	NA	NA	0.4010843	NA
PRPF8	NA	NA	-0.1274943	NA
HEXIM1	NA	NA	0.787516	NA
TRIM16	NA	NA	-0.5043457	NA
IGF2BP1	NA	NA	-0.04464964	NA
IFI35	NA	NA	1.199403	NA
NAGLU	NA	NA	0.2944449	NA
STX8	NA	NA	0.371707	NA
EIF4A3	NA	NA	-0.6451653	NA
TRAPPC1	NA	NA	0.2260623	NA
RPL23	NA	NA	-0.1955787	NA
CBX1	NA	NA	-0.2459638	NA
P4HB	NA	NA	-0.2360276	NA
ACACA	NA	NA	-0.6479873	NA
PSMD3	NA	NA	0.1963174	NA
UBE2Z	NA	NA	0.4462562	NA
NME1	NA	NA	-0.9330221	NA
SCPEP1	NA	NA	0.3418637	NA
TMEM11	NA	NA	-0.2409212	NA
ZNF207	NA	NA	-0.2512984	NA
SYNGR2	NA	NA	-0.5343174	NA
C1QBP	NA	NA	-0.5137752	NA
UBTF	NA	NA	-0.4639968	NA
EIF1	NA	NA	-0.4067897	NA
PCYT2	NA	NA	-0.2522955	NA
SMG6	NA	NA	0.01350905	NA
CDC42EP4	NA	NA	-0.2179703	NA
FXR2	NA	NA	-0.1798251	NA
RAB5C	NA	NA	0.1996252	NA
PHB	NA	NA	-0.03993318	NA
DDX5	NA	NA	0.01806431	NA
SMARCE1	NA	NA	-0.0185035	NA
NLE1	NA	NA	-0.543535	NA
PNPO	NA	NA	0.3265238	NA
DUSP3	NA	NA	0.4655044	NA
GALK1	NA	NA	-0.6405027	NA
TACO1	NA	NA	0.156116	NA
SGSH	NA	NA	-0.2802437	NA
RPA1	NA	NA	0.04277599	NA
UTP6	NA	NA	-0.8041345	NA
TAF15	NA	NA	-0.2436598	NA
GGA3	NA	NA	-0.1484399	NA
CDK12	NA	NA	0.1255902	NA
RPL23A	NA	NA	-0.1976992	NA
ACLY	NA	NA	0.12196	NA
GRB2	NA	NA	-0.3734323	NA
PRKAR1A	NA	NA	0.4034997	NA
COA3	NA	NA	0.4496768	NA
DRG2	NA	NA	-0.06206574	NA
GOSR2	NA	NA	0.2653169	NA
TOM1L1	NA	NA	-0.750973	NA
LGALS3BP	NA	NA	-0.385455	NA
PSMC5	NA	NA	-0.03575662	NA
CLTC	NA	NA	0.3715866	NA
CCDC47	NA	NA	-0.9494216	NA
MAP2K4	NA	NA	-0.02148216	NA
RPL19	NA	NA	-0.2549779	NA
EIF4A1	NA	NA	-0.3554392	NA
COPS3	NA	NA	-0.09135744	NA
NPEPPS	NA	NA	0.08147596	NA
ERAL1	NA	NA	-0.7097552	NA
FASN	NA	NA	-1.226375	NA
FDXR	NA	NA	0.0417956	NA
CPD	NA	NA	-0.2668366	NA
RPL26	NA	NA	-0.3185957	NA
GEMIN4	NA	NA	-0.298037	NA
PSMB3	NA	NA	0.1403309	NA
ACADVL	NA	NA	0.1918803	NA
UNK	NA	NA	-0.285975	NA
ICT1	NA	NA	-0.237479	NA
GOSR1	NA	NA	-0.262919	NA
C17orf75	NA	NA	0.1301402	NA
TRIM25	NA	NA	-0.6514584	NA
PSME3	NA	NA	-0.1713317	NA
SRR	NA	NA	-0.1503369	NA
ABR	NA	NA	-0.3073407	NA
TBCD	NA	NA	0.3613755	NA
FLII	NA	NA	0.2153166	NA
DHX8	NA	NA	0.5398288	NA
POLR2A	NA	NA	-0.4497888	NA
VPS25	NA	NA	-0.3059736	NA
WBP2	NA	NA	-0.2678245	NA
C17orf85	NA	NA	-0.1739624	NA
DDX52	NA	NA	-0.7584518	NA
MRPS23	NA	NA	-0.2442408	NA
PTRH2	NA	NA	-0.3034036	NA
ZNF830	NA	NA	0.2614706	NA
DYNLL2	NA	NA	0.1367164	NA
SCRN2	NA	NA	0.03049285	NA
PHF23	NA	NA	-0.1145974	NA
ASPSCR1	NA	NA	-0.3854254	NA
MSI2	NA	NA	-0.6652487	NA
FN3KRP	NA	NA	-0.5211007	NA
TVP23B	NA	NA	0.1297314	NA
TVP23C	NA	NA	0.1297314	NA
SNF8	NA	NA	-0.2411741	NA
EXOC7	NA	NA	0.2713062	NA
OVCA2	NA	NA	0.2828548	NA
PSMD11	NA	NA	0.1849616	NA
