gene	Protein-HCT116-5-4	Protein-RPE-1-21-3	Protein-RPE-1-5-3-12-3
PPM1B	0.004033884	-0.1915626	-0.09734115
GPN1	-0.4062448	NaN	NaN
MRPL19	-0.1830028	-0.1263122	0.3485188
INPP1	0.4432568	0.1155505	0.7109919
IDH1	0.1962293	0.6615242	0.6859185
SP140L	-0.2205475	-0.3845052	-0.1574319
CREB1	0.04658527	NaN	NaN
ACTR3	-0.1974676	0.1481131	-0.06502078
DPY30	-0.0138914	-0.09599186	0.033732
KIAA1715	0.2955209	0.2423281	-0.01321208
NDUFA10	-0.2797741	-2.028357	-0.1296127
MLTK	-0.7928891	-0.1439158	-0.7718856
STAT1	1.506268	0.05724166	0.2465667
YIPF4	0.1820261	-0.04749453	0.3091297
ACSL3	0.3802861	-0.27453	0.06253517
MCM6	0.40758	-1.357552	-0.9234915
HADHA	0.3316363	0.4454406	0.6219324
PDCL3	0.01521204	-0.2923105	-0.1585955
POLR1A	-0.4228298	-0.1899194	0.04172899
NCKAP1	0.1178281	0.06464591	-0.01763696
TRIP12	-0.07154253	-0.5918709	-0.2822619
MEMO1	0.0640551	0.2245364	0.3369924
PPIL3	0.4736311	-0.1945914	-0.005902895
CAB39	-0.3346303	-0.4401017	-0.2321696
SF3B14	-0.1549716	-0.3486856	-0.2869994
PREB	0.07914801	0.8482191	-0.2845142
PPP1R7	0.1747899	0.331064	0.4160767
ANAPC1	0.03703076	-0.395721	0.09146363
FMNL2	0.7100929	0.1506252	0.3183439
GALM	0.1128887	-0.2313095	0.2233906
MRPL53	-0.4802535	0.3813516	0.2345794
ABCB6	0.6894652	0.4987902	-1.139982
ZNF512	-0.5503594	-0.7256421	0.2992052
CHMP3	-0.3174796	-0.1629835	-0.02687092
SCLY	-0.0295627	NaN	NaN
GMPPA	0.4571349	-0.09949725	-0.3485725
HK2	-0.5086702	0.06420842	0.4611838
SPATS2L	0.3033423	-0.5600302	-0.5362519
GEMIN6	-0.1426603	-0.1373982	0.283053
HNRNPLL	-0.05596238	-0.3204269	-0.1554903
WDR33	-0.1650138	3.518866	1.049554
BRE	0.05133953	-0.1174291	-0.04236423
NIFK	-0.5381864	-0.4506966	0.3246718
CCDC93	0.1115519	0.1758105	0.08827017
NFU1	0.4016304	-0.2462256	-0.2200823
C2orf69	-0.3205065	NaN	NaN
CNNM3	-0.07647819	NaN	-1.759412
DHX57	0.01521204	0.1165513	-0.08827732
MRPS5	-0.1854828	-0.7990044	0.04993477
SRBD1	-0.4823039	-0.3862592	0.4100066
TANC1	-0.1675763	-0.03674943	-0.03955954
FAM98A	0.4738314	0.3581026	0.1373145
CWC22	-0.2736396	-0.1611782	-0.2524157
RDH14	-0.395549	-0.02332628	0.07987439
EEF1B2	-0.3931598	-0.3025238	0.06754564
IMP4	-0.6331882	-0.03417576	-0.1315581
TTC27	0.03996594	-0.2211965	-0.2924283
BIN1	0.4708232	0.2694428	-0.2070182
GLS	0.2010065	0.8591167	0.2497194
ITGA6	-0.06419611	0.03553478	-0.2327835
DYNC1I2	0.3554674	0.2090446	0.1618953
RBM45	-0.2780451	1.062467	-0.2986583
MAP2	-0.8703609	NaN	NaN
DARS	-0.3353897	-0.02318428	-0.2767945
MAP4K3	-0.6698575	0.2985453	-0.3267674
WDR75	-0.717515	-0.2123826	0.2358917
TPRKB	-0.5514734	-0.2255313	0.03518001
GFPT1	-0.1254155	0.4017492	0.2042664
LMAN2L	0.7201909	-0.3514021	-0.1791288
ACP1	-0.2491948	0.1186134	-0.2137333
NDUFB3	-0.2177406	-1.773912	-0.0660715
ACP1	-0.2491948	-0.1126334	0.2076776
DNAJB2	0.6557094	0.215661	-0.006932795
HSPE1	0.06789575	0.0202526	0.3895267
TMSB10	0.317782	-0.3655806	0.001616763
XRCC5	-0.2820528	-0.5054845	-0.1367164
RANBP2	-0.03163642	-0.3765126	-0.2963106
GLS	0.2010065	1.101846	1.029588
ATIC	-0.4736307	0.3038459	0.2543238
OLA1	-0.1057992	-0.01606832	0.3686815
STAM2	0.2953082	0.2378808	-0.005471931
C2orf47	-0.2511831	0.1254723	0.2416627
DNAJC10	-0.1138479	0.06805988	0.1018614
DDX1	0.8189179	0.1489127	0.2165684
RIF1	-0.1109003	-1.090921	-0.2031386
UBXN4	0.3190551	-0.08474462	-0.07956582
RETSAT	0.4294285	0.5535321	0.7546748
IWS1	-0.2297815	-0.3026407	-0.340847
NAGK	0.5464624	0.1415256	0.03713268
USP34	-0.1712224	0.101335	-0.006190276
RTN4	0.2352415	0.7533022	0.6161271
XPO1	0.06865028	-0.3719491	-0.04026128
TANK	-0.6684129	-0.1645289	NaN
EIF5B	-0.4723887	-0.241108	0.09890722
NCAPH	0.5533317	-0.9707063	-0.7172104
PDIA6	-0.02121497	-0.02190614	-0.08229377
ABI2	0.2505484	-0.03195975	0.02510356
PSMD1	0.1811662	-0.0753272	-0.06791405
BIRC6	0.04907312	-0.3416442	-0.4145686
FARSB	-0.2735988	-0.1561377	0.06063805
CAD	0.02067772	-0.05699966	-0.03195975
DDX18	-0.9532044	-0.73014	-0.1889072
CCT4	-0.1237469	-0.1488691	0.2442237
SUMO1	-0.3067517	-0.3362835	-0.1277653
FAM136A	-1.083569	0.4813641	-0.4919768
WDR12	-0.681284	-0.4869717	0.1057215
AGFG1	-0.168975	-0.2184712	-0.1508196
KCMF1	0.2171693	0.2821053	0.03840631
CEBPZ	-0.5503382	-0.3048614	0.0508761
ROCK2	0.7731113	-0.09922788	-0.1596292
MOGS	-0.6829143	0.2495135	-0.1783641
MCFD2	4.922626	-0.000432773	0.1334955
HS1BP3	0.09526915	0.7303683	0.2839661
UGP2	0.229257	0.1795963	0.04993477
MLTK	-0.7928891	-0.4131597	NaN
NUP35	0.4922121	-0.4260331	-0.2592718
FAHD2A	0.6095562	0.5458235	0.8473324
FAHD2B	0.6095562	0.5458235	0.8473324
GCC2	-0.1575589	0.01173331	0.04625059
NBAS	0.3012365	-0.03210086	-0.1047392
TIA1	-0.8482568	-0.8774477	-0.5300515
RPE	-0.364905	0.3522894	0.3442451
ANKZF1	-0.620047	0.3159174	-0.06805169
PRPF40A	-0.08638485	-0.3924273	-0.2273714
FN1	0.944635	-0.236707	-0.4803686
SEPT10	0.07545031	-0.3559184	-0.1905515
VRK2	-0.403809	-0.09180146	-0.03173471
MYO1B	-0.4118215	-0.1717192	-0.1549719
ATG9A	-0.1275573	-0.5785726	-0.5636463
PCYOX1	0.4666532	0.8883544	0.5362729
MSH6	-0.7673013	-0.7978432	-0.3598586
TP53I3	-1.025672	1.042366	0.6141161
MOB4	0.1226065	0.0670619	0.01189349
SSFA2	-0.9356138	0.1189642	0.05145906
SLC25A12	-0.252053	-0.01920365	0.5492242
UGP2	0.229257	NaN	0.3058764
CLASP1	0.2618317	-0.2216915	-0.1471763
PPP1R21	-0.06917939	0.7345151	-0.02572766
ITSN2	-0.1534015	-0.2657969	0.1154255
FHL2	-0.2712349	-0.09410091	-0.374177
RP11-427H3.3	0.6444236	0.1843425	0.2002164
CERS6	0.1548434	NaN	NaN
THADA	-0.6020219	NaN	NaN
GTF3C2	-0.2275721	0.09614409	-0.4626862
PTMA	-0.1365547	-1.007985	-0.6735564
SMEK2	1.265123	-0.7215914	-0.3344539
RPL37A	-0.2819124	-0.3828332	-0.1584663
HNRNPA3	-0.3144635	-0.2957229	-0.2986583
LCLAT1	0.6802043	0.3695014	NaN
HIBCH	0.1505597	0.1113834	-0.2005043
USP39	-0.2910271	-0.5602258	-0.04418428
SNRNP200	-0.1330394	-0.6055891	-0.2183472
PTRHD1	-0.09409558	0.2422769	0.3193696
ERLEC1	0.06540981	0.05851797	-0.0261627
ATG16L1	0.07370331	-0.0840642	0.08090252
PREPL	-0.03645315	-0.111699	0.3489047
MRPL30	-0.07784785	-0.1508196	0.1064048
C2orf15	-0.07784785	-0.1508196	0.1064048
CHPF	0.8650478	0.574293	0.03888043
ZNF638	0.1557492	-0.3979125	-0.3338818
TMEM214	0.4320922	-0.3919875	-0.3790664
RTN4	0.2352415	0.8444721	0.4815554
SLC35F6	0.6962453	0.6089603	1.385709
HNRNPLL	-0.05596238	NaN	NaN
ATG4B	-0.1261751	-0.119157	0.3039171
EIF4E2	-0.16882	-0.2159892	-0.1782366
NCL	-0.7910582	-0.6447793	-0.2324152
NIF3L1	-0.03384576	0.08977389	0.06437438
NDUFS1	0.04365009	-1.997581	0.03433754
KIF1A	-0.03070405	-0.1332931	0.3011058
NRBP1	-0.5002995	0.1848673	0.03269855
MRPS9	-0.02045765	-0.6228366	0.08974319
GIGYF2	-0.2443432	-0.3175355	-0.1685138
ADI1	-0.3857142	-0.4181359	-0.02190614
SPEG	-0.3418314	0.2624344	-0.1305355
CTNNA2	0.07362355	0.07319591	-0.02446153
GORASP2	0.1597131	-0.08854867	-0.03393397
PNPT1	-0.4682509	-0.2531421	0.2156133
ERCC3	-0.4234875	0.1401809	-0.8545532
LRPPRC	-0.3182404	-0.10742	0.1233867
PTCD3	-0.02714797	-0.8115533	0.1921999
TMEM87B	0.4180917	0.0241938	-0.2829735
BZW1	-0.337362	-0.3260771	0.06963348
LIMS1	0.3024067	0.1391087	-0.2022611
GULP1	0.6076763	-0.8828387	-0.1591125
ANXA4	0.6574571	0.7273557	0.6694875
SMPD4	-0.106964	-0.4418005	-0.4316764
EXOC6B	0.07628538	0.5415549	0.3030982
RAPH1	0.09464151	0.2631441	-0.1482182
SUCLG1	0.2104065	-0.2281107	0.2949333
GTF3C2	-0.2275721	NaN	-0.3776236
DIS3L2	-0.3542061	0.1350791	-0.2036397
KIDINS220	-0.2080156	0.1529812	-0.08065763
CEBPZ	-0.5503382	-0.07854771	0.1506733
MTERFD2	0.03543603	0.04073436	-0.1508637
HDLBP	0.2644764	NaN	NaN
AUP1	0.2637471	0.1894664	0.3283049
GIGYF2	-0.2443432	NaN	NaN
HIBCH	0.1505597	0.3669315	1.225666
MDH1	0.3647966	0.4022638	0.3639206
MDH1	0.3647966	NaN	0.3008037
AAK1	0.5798905	0.2307868	0.1605885
DCTN1	1.342951	0.235501	0.179139
GLS	0.2010065	NaN	NaN
PPP3R1	-0.7037757	0.002050124	0.00785521
RGPD5	0.5371721	-0.3387952	-0.4762262
RGPD8	0.5371721	-0.3387952	-0.4762262
RGPD6	0.5371721	-0.3387952	-0.4762262
ITGAV	0.1617761	0.2276076	-0.163241
NAGK	0.5464624	0.3220182	-0.009060404
WDR43	-0.7747871	-0.3397074	0.2213877
FYCO1	-0.3827203	0.2812987	0.3116138
NCEH1	1.114483	-0.16221	-0.01849177
GMPPB	0.4125983	-0.3177671	-0.02176402
POLR2H	-0.3056162	-0.123931	-0.08637618
LIMD1	-0.4503604	0.330754	-0.1426094
ACTL6A	-0.6048275	-0.2725011	-0.2005043
CAPN7	0.75994	-0.9568001	NaN
GNL3	-0.5235054	-0.4272843	0.2120996
UMPS	-0.3016748	-0.1216787	0.000533907
PDHB	0.3544353	0.06289662	0.2248736
GOLGB1	0.3439194	-0.1882743	-0.2559237
UBP1	0.08297509	-0.2137517	-0.08868445
RBM5	0.1805297	-0.2571401	-0.2003789
MAPKAPK3	-0.1212668	1.170607	0.7762068
SLC33A1	0.4820222	0.09252473	0.7029847
TEX264	0.04292445	-0.1235338	0.08718149
OPA1	-0.1706378	0.04562503	0.02951438
PCCB	-0.1363153	0.4152106	0.0434377
LRRFIP2	0.2033891	0.09708518	-0.346418
ARIH2	-0.4083014	-0.07806329	0.1014897
ATG7	0.1909309	0.06245975	0.3451063
ARL6IP5	-0.1299071	0.283773	0.2288582
DYNC1LI1	0.1106305	0.1049922	-0.04306451
ATP6V1A	0.1735741	0.7414449	0.3360088
ATP1B3	0.7338302	0.3529896	0.6158617
SELT	-0.35275	-0.03280611	0.1787633
DNAJB11	0.133356	0.008392031	-0.1009776
SSR3	0.4189995	-0.1949696	0.100283
ACY1	-0.5341065	0.3867324	0.05957007
NT5DC2	0.1758925	-0.6134373	-0.5488312
OXSR1	-0.07512172	-0.1523782	-0.2672361
TMF1	-0.1672035	-0.163241	-0.2702299
ZNF148	-0.1923318	-0.5954551	-0.3543791
USP4	0.7358345	-0.4689482	-0.2184712
EIF2B5	-0.3753282	0.2443775	0.1409528
PSMD2	-0.1491598	-0.04558268	0.2461901
MRPL3	-0.3948661	0.04562503	0.4153261
KPNA4	-0.4039618	0.0341308	0.04914344
ACAA1	0.4600955	0.7055939	0.2700514
MRPS22	-0.1990028	-0.3817263	0.1671343
MRPS25	-0.3183978	-0.3041606	0.1933213
GOLGA4	0.4131607	-0.11703	-0.1518588
NDUFB5	-0.02216336	-1.081917	0.09711605
UQCRC1	0.3021728	-1.720103	0.1193849
WDR6	0.4646683	-0.298541	-0.1142337
SLC25A20	0.5005982	NaN	0.1881181
PSMD6	0.1894462	-0.04907315	-0.005184348
CDV3	-0.6457702	0.09811949	0.04865083
EXOSC7	-0.3202708	-0.3526455	-0.2408638
LARS2	-0.1646903	0.2687473	0.1481771
ACAP2	0.3925373	0.3415508	0.03681292
ALCAM	0.7788118	0.09358649	-0.7277027
TOMM70A	-0.3593599	-0.1047392	0.1631871
UBA5	-0.04410696	-0.03407484	-0.06488289
APPL1	-0.1099814	-0.1940871	-0.04893366
FXR1	-0.1860065	-0.1972364	-0.1348781
RAB7A	-0.2694547	0.3283624	0.5460768
PRKCI	-0.3698459	-0.07655907	-0.08338355
CTNNB1	-0.7707919	0.1753869	-0.2521735
RFC4	-0.04792206	-0.7720545	-0.3081279
RAP2B	-0.1603951	0.7605774	0.8754601
NAA50	-0.5334302	-0.3460776	-0.103397
ARL8B	0.3981359	NaN	NaN
SEC62	0.2586999	-0.21661	0.07532246
GTF2E1	-0.5497687	-0.3742884	-0.3054453
ABHD10	0.8830734	0.3915503	0.2834392
EMC3	-0.2661656	-0.127105	-0.1294808
SLC4A7	0.09247811	-0.2469553	-0.3168409
EXOG	0.1178281	-0.1322478	-0.04893366
RUVBL1	-0.2972346	-0.1301402	0.1460363
H1FX	0.4378668	-1.505738	-1.191373
ATG3	0.9134895	-0.1220763	0.1238426
AP2M1	0.5332643	0.06233919	-0.01806434
SACM1L	0.5203468	0.05187754	0.03537217
TBC1D5	-0.5785208	0.8472423	0.358898
TFRC	-0.3546119	-0.1722314	0.2264425
PVRL3	-0.2839456	0.7578824	0.220507
FAM162A	-0.07061805	NaN	0.7156478
PBRM1	-0.5751639	-0.7318784	-0.2817873
RAB5A	0.5255678	0.2004318	0.3281813
LPP	-0.02374465	0.2802646	-0.2464689
PIK3R4	-0.2628883	-0.1660726	-0.09098884
USP13	-0.7128858	-0.6877306	-0.3947942
MCCC1	0.2044203	0.4125391	0.7307513
HMCES	0.711583	NaN	NaN
KIF15	-0.7454113	-1.405657	-0.8972555
STAG1	-0.2182291	-0.716287	-0.1549719
BDH1	-0.4761451	-0.7069946	-0.2838032
RPN1	0.05297228	-0.1076879	0.05641611
TOP2B	-0.1663103	-0.5635487	-0.5655971
DHX36	-0.331558	-0.3369689	-0.2183472
NCK1	-0.143086	-0.04362446	-0.08270259
CAMK1	0.2625558	0.4427517	-0.6813143
GSK3B	-0.1152849	-0.0246034	-0.2176029
DAG1	0.5616438	-0.295488	-0.4438188
GMPS	-0.1907667	-0.4046851	-0.2176029
SNX4	0.09812552	0.08617041	-0.2886539
RPL35A	-0.290896	-0.3678184	-0.1323794
ITGB5	0.4113178	0.4339544	-0.04963073
MRPL47	-0.1287421	-0.05172011	0.4130768
PIK3CA	0.1715911	0.06036321	0.02821922
CMSS1	-0.754187	NaN	NaN
NISCH	0.560248	0.206362	0.1605562
PLS1	-0.423895	0.2828774	0.2572349
OSBPL11	-0.2753497	-0.1783641	-0.05088476
CCDC58	-0.7753916	-0.1192898	0.4734504
RFT1	-0.5533035	-0.3059871	-0.08147592
TAMM41	-0.3867512	NaN	NaN
CMTM7	1.758857	0.9067644	1.294802
PRKAR2A	-0.1246343	0.1970044	0.3631597
TMEM41A	0.1773195	0.3341343	0.5852583
ABHD14B	-0.6647207	0.3938231	0.01198082
FANCD2	-0.3959048	NaN	NaN
CPOX	-0.5235042	0.3448497	0.03073717
SUCLG2	-0.1676999	0.07545923	0.5087729
TRMT10C	-0.42843	0.07407661	0.4873988
PPP4R2	-0.2480222	-0.4232017	-0.01863419
PFN2	-0.5365914	0.2856709	0.1783387
U2SURP	-0.2550812	-0.4877951	-0.3973649
C3orf38	-0.2775362	0.1177561	-0.08922691
STT3B	0.08120319	-0.0515809	0.02820454
MTMR14	0.2236697	-0.1439158	0.7752188
DTX3L	2.582867	0.4435096	0.2978719
WDR82	-0.247724	-0.264116	-0.1257833
ACAD9	0.1822469	-0.1981169	0.1602821
KIAA1524	0.1079752	-1.028923	-0.3617683
GFM1	0.3071814	0.0148056	0.09654514
XPC	0.02729555	NaN	NaN
DCP1A	-0.5131518	-0.1625968	0.3377647
PHLDB2	0.6869711	0.07859419	-0.1330374
PDE12	-0.06618564	0.01343558	0.3512585
RBM15B	-0.3671409	-0.3538879	NaN
MBNL1	0.1208827	NaN	-0.03756502
ALG3	0.4392508	0.2636301	0.1727664
ZBTB20	-0.5092657	NaN	-0.03576464
IGF2BP2	-0.3241118	0.1508494	0.4198738
GYG1	0.2463241	0.07886843	-0.003889984
NCBP2	-0.1056335	-0.5812066	-0.2566484
ARF4	0.3061456	0.1477934	0.01911186
EHHADH	0.06396154	-0.4858391	-0.187261
MINA	-1.087204	-0.6663666	-0.2973675
SLC41A3	-0.8490682	0.4924545	NaN
FNDC3B	-0.2594252	-0.1050075	-0.5775377
RRP9	-0.2965946	-0.2497488	-0.212258
SEC61A1	-0.172575	-0.1811663	0.09926257
ITPR1	-0.02685165	1.19856	0.7369655
DLG1	0.1851053	0.1271477	0.2301099
TNIK	-0.01503191	0.01317954	NaN
LSM3	-0.1113522	-0.03068919	-0.06997711
RBP1	0.009347181	-0.4956951	NaN
NDUFB4	-0.05286342	-2.616052	-2.287736
MAP4	-0.02483993	NaN	NaN
COPB2	0.2598363	-0.0657101	-0.1248575
HPS3	0.3945405	0.1426241	0.5025257
PPP1R2	0.2859348	0.008275928	-0.03068919
ATP2C1	-0.111212	-0.0701146	0.181902
SMARCC1	-0.3253102	-0.9502443	-0.8737345
CDCP1	0.4869179	0.8675154	-0.0661237
CEP97	0.4038146	-0.5492256	-0.073546
PDCD6IP	0.1353545	0.1277622	-0.06281245
FLNB	0.09220742	0.2866386	-0.06308876
TRNT1	0.1263122	0.2487076	0.4964476
FYTTD1	0.9744559	0.1005149	0.04051181
ABHD5	-1.210296	NaN	NaN
THOC7	-0.1059831	-0.5917751	-0.1998764
PARP14	0.9514573	-0.3152184	-0.1963552
IMPDH2	-0.709151	-0.653702	-0.2913678
PCNP	-0.2143909	0.02031111	0.2834568
NUP210	-0.7277344	-0.5515262	-0.895923
DCUN1D1	-0.06235427	-0.01977307	-0.04040144
MFN1	0.2337587	-0.2211965	-0.328262
TFG	-0.1372233	0.3700234	0.3807654
SRPRB	-0.7758362	-0.6916234	0.3360998
CGGBP1	0.4433945	-0.7040752	-0.5237627
GBE1	0.5045695	0.5160372	0.3623249
LAMB2	-1.054677	0.05129442	-0.5112656
RBM6	-0.344872	0.3879212	-0.2244296
PDCD10	-0.01870266	0.0149222	-0.04348443
TIMMDC1	-0.5361683	0.2136545	-0.05408444
LZTFL1	0.08202134	-0.2131295	NaN
LSG1	-0.151786	-0.3292959	-0.1280295
SUMF1	-0.3494538	0.265466	0.369464
POGLUT1	-0.1584938	-0.0859685	0.04771122
TMEM43	0.3116432	-0.2972502	-0.2638758
TRA2B	0.1257833	-0.4484781	-0.1050075
KPNA1	0.006456874	-0.1331689	-0.3174198
DNAJC19	-0.2490465	NaN	NaN
DBR1	-0.2974488	-0.1562672	-0.3276873
THUMPD3	-0.3898859	-0.177599	-0.3732862
RPL24	-0.2362145	-0.3918777	-0.1691553
DNAJC13	0.2205776	0.1146131	0.001082397
UBA3	-0.08545081	-0.07505342	-0.06308876
QRICH1	-0.2707925	-0.3860384	-0.2853431
EIF4A2	-0.08764653	1.060578	-0.07642224
MANF	-0.1200277	-0.0342158	-0.05380646
JAGN1	-0.1837525	0.8910002	-0.009203796
PRKCD	-0.1304918	-0.7993765	0.01013434
PLOD2	1.590214	0.07409164	0.058533
APEH	0.8280628	0.456999	-0.0150693
HLTF	0.7079664	-0.5075528	-0.6149454
CMC1	-0.01746087	-1.377513	0.2772892
PARP9	2.206903	0.4657045	0.272123
LRCH3	0.1923205	0.0175241	-0.06109603
CCDC50	0.2106674	-0.1115655	-0.06129237
PTPLB	-0.1203455	-0.1457426	-0.9725456
IFRD2	-0.9153088	-0.2548358	0.01320322
RPL32	-0.2622539	-0.5262691	-0.2207014
MAP4	-0.02483993	0.1557751	0.1685766
EOGT	-0.06715395	0.2034521	-0.8004962
CNOT10	-1.221983	NaN	-1.379177
MKRN2	-0.2236939	-0.1329059	-0.208642
NDUFAF3	-0.4370963	0.4169841	0.8992645
SMC4	0.7422868	-1.093763	-0.6683916
DHX30	-0.01696449	0.10785	0.008740286
ATR	-0.2965685	NaN	0.4411366
EPM2AIP1	0.6118334	-0.1137005	-0.06970219
DCBLD2	0.2980718	-0.2761988	0.617543
RPL29	0.0204795	-0.316725	-0.2738143
PAK2	-0.03685141	-0.2624331	-0.3833863
ACAD11	-0.2643912	0.5891163	0.5665704
GLB1	-0.1985473	0.6800815	0.3173908
COMMD2	0.05782762	-0.06030339	-0.1361914
VPS8	0.4139203	0.532187	0.2164008
ABCF3	-0.000606022	0.1353959	0.2011283
RPL15	-0.2261724	-0.4276062	-0.2564068
ANKRD28	-0.4703889	-0.009490537	-0.03294722
RHOA	-0.2635423	0.007507083	0.2188165
SEC13	0.01120934	-0.02261639	-0.1220763
EIF4G1	-0.3937283	-0.04990951	NaN
NIT2	0.4526076	0.3712171	0.3308644
TBC1D23	-0.1993216	0.0158894	-0.1298765
CHMP2B	-0.4464738	0.3804274	NaN
ARPC4	-0.2944556	0.09899988	-0.0878702
RPL14	-0.2491534	-0.3904476	-0.1538053
SEC61A1	-0.172575	-0.06742793	0.01898032
TKT	0.5669931	0.1322459	-0.1910572
RPUSD3	-0.3036763	0.05521639	NaN
XRN1	0.9493517	-0.3649183	-0.4575418
WDR48	-0.2304957	-0.06419307	-0.2802438
UBXN7	-0.06804143	-0.4202937	-0.08038476
GNAI2	0.1990902	0.257528	0.07708675
CRTAP	0.6916647	-0.1994997	-0.5973166
RFTN1	0.4903493	-0.2290956	-0.5801455
EIF4G1	-0.3937283	-0.2103887	-0.1839628
COPG1	0.3029525	-0.01920365	-0.1080895
TBC1D23	-0.1993216	-0.1511632	-0.2054669
FAM208A	-0.281408	-0.3427516	-0.1743201
ARMC8	-0.4480571	-0.1770886	-0.2401311
NMD3	0.04795711	-0.09491162	0.2979276
SPCS1	-0.05883125	-0.1021879	0.01260647
CDV3	-0.6457702	NaN	0.9376643
MYD88	0.1407703	-0.2460408	-0.06267431
ATP13A3	-0.1291357	-0.01934605	0.2622532
NBEAL2	0.0054968	NaN	-0.8311475
CLASP2	0.1684715	-0.4383994	-0.2267551
FLNB	0.09220742	0.4105625	0.08951288
EIF2A	-0.2561145	-0.1441769	-0.08256637
QARS	0.3375398	-0.1478277	-0.1641426
GPX1	-0.4614944	-0.02786176	-0.2412301
STIM2	0.1953476	NaN	0.5402718
TACC3	0.8011586	-0.6897464	0.1018614
HTT	0.007913023	0.03630393	0.1091409
ANAPC4	-0.04435985	-0.3046279	0.1731569
PLRG1	-0.3018349	-0.3311319	-0.04012096
PPID	-0.3038214	-0.4421208	-0.06708801
PGRMC2	-0.1072072	0.1118979	0.05517153
AIMP1	-0.04539535	0.05217681	0.222027
UTP3	-0.605056	-0.4577518	-0.09071803
PDLIM5	1.633059	-0.3938554	-0.7087612
SMARCAD1	-0.1629609	-0.4226636	-0.1988712
FIP1L1	-0.3541324	-0.3074284	0.01603054
WFS1	-0.1872531	0.1578981	-0.5066019
G3BP2	-0.6029199	-0.2956055	-0.307312
HNRNPDL	-0.06264785	-0.5098479	-0.3722835
PAPSS1	0.5398288	-0.01406949	0.1786817
MAD2L1	-0.1449193	-0.6775309	-0.2498701
ACSL1	1.424922	0.2037844	-0.049352
CTBP1	-0.1188942	-0.2884177	-0.3598586
QDPR	-0.3659272	0.4051076	0.7354516
LYAR	-0.3740002	-0.4358419	0.3011591
OCIAD1	-0.102837	0.2109302	0.3704522
COMMD8	-0.1764626	0.03803599	0.120404
C4orf27	0.4028313	0.2172392	-0.2193389
LETM1	-0.1982218	-0.03773358	0.2499252
SDAD1	-0.4628062	-0.650305	-0.01763696
SEPT11	0.2188969	0.1534625	0.07084535
EXOC1	0.5058909	0.2105294	0.1196985
MSMO1	-0.08509526	0.4814447	0.2682259
ADD1	0.8255414	0.02255153	-0.03984027
TMA16	-0.1317715	-0.9259234	0.4354364
ACOX3	1.227148	0.2427547	-0.05297231
DCK	-0.06597836	-0.5453754	-0.2040156
CDKN2AIP	0.1899194	NaN	-0.0911243
ARFIP1	0.7887039	-0.054779	0.03019193
UBE2K	-0.0864767	0.1462439	0.2080442
INPP4B	-0.4592189	0.6902597	0.9176635
METAP1	-0.03163642	-0.122474	-0.0116388
NOP14	-0.9143034	-0.5484366	-0.1414328
SLC25A4	0.1317212	0.3806152	-0.06143054
UBA6	0.1989969	0.2665935	-0.0416635
CASP6	-0.2352761	-0.2447653	-0.3916577
ANXA3	1.484344	0.2427377	0.1370448
AGA	0.1473793	-0.6262254	-0.7414023
LRPAP1	0.1275012	0.2788986	0.2148931
STX18	0.1442907	0.1802336	0.2396737
PET112	0.1327743	-0.09071803	0.5340717
EIF4E	-0.1666646	-0.1724875	0.02390034
POLR2B	-0.1846049	-0.3642362	-0.1499097
SETD7	-1.035148	0.3063413	0.1100437
HNRNPD	-0.01740743	-0.5012098	-0.4724878
PPAT	-0.8895833	-0.4922121	0.01605963
GRPEL1	-0.1521328	0.3290872	0.5817344
EXOSC9	-0.2709128	-0.7124637	-0.4111008
SEC24B	-0.05510771	0.001804517	-0.2515677
LAMTOR3	0.2336126	0.9235504	0.7882152
FAT1	-0.2697209	-0.7252613	-1.167688
UGDH	0.307312	-0.6803243	-1.160985
NUDT9	0.3855966	0.4061585	0.2995247
FAM114A1	0.8567737	-0.002306496	-0.324004
RPL9	-0.2691123	-0.2980718	-0.1208827
PPP2R2C	-0.4703889	NaN	NaN
ETFDH	0.5232717	-0.1190378	0.104263
ENOPH1	-0.6964472	0.1656124	0.2110804
NEK1	-0.2810532	NaN	-0.1018248
HNRNPDL	-0.06264785	NaN	NaN
MFSD10	0.7133439	0.3122405	0.4064645
NCAPG	0.4874662	-1.050397	-0.696795
AGPAT9	0.1158988	0.6871371	1.142123
SCFD2	-0.4377121	0.1372987	-0.1848516
CISD2	-0.2718995	-0.2786984	0.3574371
COPS4	-0.1151442	-0.024887	0.003842646
NUP54	0.04825889	-0.2414741	-0.2125071
CAMK2D	0.1410403	0.5205625	0.03741407
PPP3CA	-0.552052	-0.003314384	0.09141763
OSTC	0.3159883	0.1354276	0.2021403
SRP72	-0.1348413	-0.4018489	-0.2277411
PAICS	-0.3191181	-0.3960498	-0.1949696
SCARB2	-0.3283143	0.9075219	0.7736394
ELMOD2	0.1439158	0.228351	-0.008773749
WHSC1	-1.07775	-1.242999	-0.3813941
SEC24D	0.0366358	-0.1629835	-0.5005983
ATP5I	0.7816114	0.1222086	0.2736047
HMGB2	-0.2726968	-0.7847553	-0.524465
RPL34	-0.3406523	-0.458067	-0.3310172
CASP3	-0.09935537	0.1811494	-0.5799524
NFKB1	-0.6040379	-0.2647166	-0.2190911
HADH	0.1118267	-0.2167342	-0.01292608
LARP7	-0.3091807	-0.4838803	-0.3815049
HSPA4L	-0.1750864	0.2364354	0.5618136
